matched_word,awn3_synset_id,ao_concept_id,awn3_words,new_words,awn3_gloss,ao_gloss
الهم,awn3-01816687-v,47882,ألْهَمَ,أوْعَزَ إلى,يجعل الشخص يشعر أنه يريد القيام بشيء ما ويمكنه القيام به,أوصل مفهوم أو معلومة إلى احد ما بطريقة غير مباشرة ويكون عادة بتخاطب الأرواح والأفكار
فندق,awn3-03547513-n,49855,فُنْدُق,خانٌ|نُزُلٌ,مسكن مفروش لإقامة المسافرين بالأجر لوقت قصير وقد يكون مزوداً بأجهزة منزلية ووسائل راحة وترفيه وخدمات,منزل يقيم فيه المسافرين والغرباء بالأجر مدة من الزمن
مطمئن,awn3-00198526-a,54471,مُطَمْئِن,مَأْمُونٌ|آمِنٌ|آمِنَةٌ|سَالِمٌ|سَلِيمٌ,ما يجعلك أقل قلقاً ويخفف التوتر ويعيد الثقة,أيْ لَمْ يُصِبْهُ أَذىً أوْ جُرْحٌ ، غَيْرُ مُصَابٍ وفي أمان
ماعز,awn3-02419165-n,47435,مَاعِز,عَنَزَةٌ|تَيْسٌ|جَدْيٌ|جِدْيٌ|عَنْزَةٌ|عَنْزٌ|شَاةٌ,أي من المجترات العديدة ذات الصلة بالأغنام ولكن لها لحية وقرون مستقيمة,ثديي من رتبة شفعيات الأصابع آكل للأعشاب يستفاد من لحمه وحليبه
تنازل,awn3-01110658-n,50870,تَنَازُل,تَنَازَلَ عن,عملية تحويل مسمى الملكية من مالك إلى آخر بموجب عقد,عمليّة تخلِّي الشخص عن شيء ما بإرادته وتسليمه لأحدٍ آخر ليكون مسؤولاً عنه
حنجره,awn3-05555141-n,53899,حُلْقُوم|حَنْجَرَة,حُنْجُورٌ,جزء داخل الرقبة يشترك في التنفس وإنتاج الأصوات يتصل بالفم وبالقصبة الهوائية,العُضْوُ الْمُجَوَّفُ فِي أَقْصَى الفَمِ يُؤَدِّي إلَى القَصَبَةِ الهَوَائِيَّةِ ، مَجْرَى النَّفَسِ
مشجع,awn3-10697152-n,46397,نَصِير|مُؤَيِّد|مُشَجِّع,مُؤَازِرٌ|دَاعِمٌ|مُسَانِدٌ|مُدَافِعٌ|مُؤَيِّدَةٌ|مُرَافِقٌ|سَنَدٌ1|مُغِيثٌ|مُعِينٌ|مَدَدٌ|ظَهِيرٌ|مُجِيرٌ|عَوْنٌ|نَاصِرٌ|مَعِينٌ|مُسَاعِدٌ|مُعَاوِنٌ|عِضَادَةٌ|عَضُدٌ|عُصْبَةٌ,من يدعم ويؤيد جهة معينة كسياسي أو فريق,الشخص الذي يقف مع غيره في الشدائد ويقدم له الدعم لا يفارقه ويُعتمد عليه الش
كنس,awn3-01396650-v,49350,كَنَسَ,غَسْلٌ|تَنْقِيَةٌ|تَصْفِيَةٌ,ينظف ويَلمّ الأوساخ باستخدام المكنسة,مباراة تُجرى لاستبعاد المتبارين الأقلِّ مهارةً ممّن سواهم
اجتماعي,awn3-08273290-n,46886,اِجْتِمَاعِيّ,مُخَالَطٌ|مُؤْنِسٌ|مَسَامِرٌ|إِلْفٌ|نَدِيمٌ|عَشِيرٌ|سَمِيرٌ|مُصَاحِبٌ|رَفِيقٌ|قَرِينٌ|بَشَرِيَّةٌ|صَفِيٌّ|صَفِيَّةٌ|تِرْبٌ|جَلِيسٌ|إِنْسَانِيٌّ|صَاحِبٌ|شَقِيقٌ|صَدِيقٌ|صِدِّيقٌ|خِلٌّ|أَنِيسٌ|أَلِيفٌ|نَجيٌّ|خَدِينٌ|خِدْنٌ|خَلِيلٌ,فريق من الناس المجتمعين لتعزيز التواصل الاجتماعي والنشاط المجتمعي,الشخص الذي ترتاح إليه وتشاركه في كثير من أمور حياتك وتبادله الودّ والمحبة
تضخيم,awn3-06771546-n,47502,مُبَالَغَة|تَضْخِيم,مُغَالَاةٌ|غُلُوٌّ|تَجْسِيمٌ|تَكْبِيرٌ,الإفراط في جعل الشيء الذي تتكلم عنه يبدو أكبر وأكثر أهمية مما هو عليه حقيقة,شدّة المبالغة في الأمر
ثريا,awn3-03008889-n,45970,ثُرَيَّا,قِيفْيَاوْسْ|سَهْمٌ1|قِيثَارَةٌ|دَجَاجَةٌ|دُجَاجَةٌ|دِجَاجَةٌ|ثُعْبَانٌ|زَرَافَةٌ|وَشَقٌ|وَرَلٌ|تَنِّينٌ|فِرْسَاوُس,وحدة من مجموعة مصابيح كهربائية مضيئة، تستخدم للزينة، تتدلى من السقف,تشكيلة من النجوم أبدية الظهور
حنين,awn3-07502515-n,46110,حَنِين|شَوْق|تَوْق إلى الماضِي,تَلَهُّفٌ|وَلَهٌ|اِشْتِياقٌ|لَهْفَةٌ|تَوْقٌ|صَبَابَةٌ|صَبْوَةٌ|رَغْبَةٌ|وَجْدٌ|نَزْعةٌ|نُزوعٌ,الاشتياق إلى الماضي وتمني عودته,عملية شعورية الاشتياق واللهفة لرؤية شخص ما تحبه
زناد,awn3-03475752-n,48103,زِناد,مُطْلِقٌ|مُطْلِقَةٌ|مِقْدَاحٌ|زَنْدٌ1,عود صغير مقوس يضغط عليه بالإصبع لتفعيل ميكانيكية إطلاق النار وانفجار البارود,العود الذي تُقدح به النار
مصادقه,awn3-01217882-n,52207,مُصَادَقَة,مُوَافَقَةٌ|مُوَاءَمَةٌ|تَصْدِيقٌ|قَبُولٌ|قُبُولٌ|اِعْتِمادٌ|اِعْتِقادٌ|رِضَىً,عملية تأييد أو إثبات صحة وثائق أو أوراق رسمية معينة من قبل جهة رسمية,اتخاذ الشيء كاختيار مؤكد ليوفي الغرض المراد
تيس,awn3-02419526-n,47435,تَيْس,عَنَزَةٌ|جَدْيٌ|جِدْيٌ|عَنْزَةٌ|عَنْزٌ|مَاعِزٌ|شَاةٌ,ذكر الماعز,ثديي من رتبة شفعيات الأصابع آكل للأعشاب يستفاد من لحمه وحليبه
سفينه,awn3-04201332-n,46307,سَفِيْنَة,مَاخِرَةٌ|مَرْكَبٌ|مَرْكِبٌ|زَوْرَقٌ|طَرَّادٌ|طَوْفٌ|قَارِبٌ|خَلِيَّةٌ|بَاخِرَةٌ|فُلْكٌ,وسيلة نقل عامة للإنسان والبضائع فوق الماء نشأت من تطور القوارب الصغيرة,مَرْكَبَ انسيابي مخصص للتنقل فوق الماء وحمل الموجودات المادية عليه
تنشيط,awn3-01050836-n,49076,تَنْشِيط,حَفْزٌ,تحفيز شيء ما وجعله أكثر نشاطاً وحيوية,عملية تحفيز كيميائية تستخدم في التفاعلات لتسريع التفاعل بين المواد
اورث,awn3-02233837-v,53417,أَوْصَى|أَوْرَثَ,وَرَّثَ,يترك أو يوصي لأحد بشيء من ممتلكاته بعد وفاته,أعطى أبناؤه أو أحفاده من ماله أو رزقه الذي يملكه سواء في حياته أو بعد مماته
بصري,awn3-02880845-a,52113,بَصَرِي,إِبْصَارِيٌّ|عَيْنِيٌّ|نَظَرِيٌّ,متعلق بالنظر ووظيفة العين,صفة الشيء الذي يكون مُتعلِّقاً بالعين
غزوه,awn3-00979387-n,46429,غَارَة|غَزْوَة,اِكْتِسَاحٌ|إِغَارَةٌ|كَرٌّ|كَرَّةٌ|اِعْتِداءٌ|اِقْتِحامٌ|اِجْتِيَاحٌ|هُجُومٌ|اِنْدِفَاعٌ|غَزْوٌ|حَمْلٌ|حَمْلَةٌ|تَهَجُّمٌ,هجوم قصير ومفاجئ,الاعتداء بالجيش والعتاد على مكان بأناسه دون رحمة
تحمض,awn3-00265761-v,52781,تَحَمَّضَ|حَمَّضَ,تَحْمِيضٌ,تتحول أو يحول المادة إلى خل أو حمض,عملية إضافة لأحد الأحماض إلى المحلول لرفع درجة تركيز أيون الهيدروجين لهذا المحلول.
للغايه,awn3-00047177-r,53828,لِلْغَايَة,جِدَّاً|لِأقصَى دَرَجة|إلى حدٍّ كبير,بطريقة مفعمة بالطاقة والحماس والاهتمام,وصف لتبيان مدى كبر الشيء وتجأوزه التوقعات أو القواعد
نظامي,awn3-01977842-a,46382,نِظَامِيّ,مُنَسَّقٌ|مُنَسَّقَةٌ|مُعَدٌّ|مُنَظَّمٌ|مُصَنَّفٌ|مُرتَّبٌ|مَنْهَجيٌّ,ينتمي أو خاص بقوات الجيش الشرعية التابعة للدولة,صفة لشيء مخزَّن أو موضوع بصورة منهجية معينة
حضري,awn3-02876454-a,52395,حَضَرِيّ|عاصميّ,مَدَنِيٌّ|مَدِينِيٌّ|مَدِينِيَّةٌ,متعلق بالمدينة الكبرى أو العاصمة أو بخصائصها أو واقع فيها,صفة الشخص الذي يسكن في المدينة ولا يعمل بالزراعة
اثث,awn3-02341479-v,50792,أَثَّثَ|فَرَشَ,نَجَّدَ,يضع الأثاث في المكان,وضع القطع والأدوات اللازمة في منزله أو غرفته ليصبح جاهزاً للسكن
ضان,awn3-07682478-n,48678,ضَان,شاءَ|غَنَمٌ|مَعْزٌ|مَعَزٌ,لحم الخروف البلدي الناضج,تشكيلة مِنَ المَعِزِ وَالضَّأْنِ
عتله,awn3-03664618-n,48125,عَتَلَة,مُخْلٌ|ذِرَاعٌ|رَافِعٌ|رَافِعَةٌ,أداة تتكون من قضيب فولاذي واحد ذو نهاية منحنية مع شق صغير أحياناً لإزالة المسامير، وتستخدم كرافعة لف,عمودٌ قصيرٌ من الحديد له رأْس عريض يُستخدَم لِلهَدْم والخلع وغيره
مسلخ,awn3-02669573-n,177951,مسلخ,مَذْبَحٌ|مَجْزَرٌ,البناء الذي يتم فيه ذبح الحيوانات لتحضير لحومها للبيع,منشط خصص لذبح وسلخ البهائم
ناجي,awn3-00762232-v,48240,ناجَى,خَاطَبَ|ناغى|حَاوَرَ|حَدَّثَ|سَارَّ|كَلَّمَ|كالَمَ|حَادَثَ,يتحدث بشكل حميمي وسري مع شخص أو شيء ويكون في حالة تواصل وثيق,فعل تحدث الشخص مع أحدهم وسَرَّه إلَيْهِ بِما في قَلْبِهِ مِنْ عَواطِفَ وغَيْرِها
شفر,awn3-00996121-v,48708,شَفَّرَ|رَمَّزَ,كِفَافٌ|شَفَةٌ,يحوّل اللغة العادية إلى رموز يمكن فكها بتقنية معينة من أجل حماية المعلومات,طَرف الشيء
منحوس,awn3-09653829-n,46771,مَنْحُوس|سَيِّئُ الطَّالِع|تعيس الحظ,مَتْعُوسٌ|مَشْئومٌ|مَشْؤُومٌ|نَكِدٌ|شَقِيٌّ|تَعْسٌ|تَعِسٌ|مَنْكُودٌ 2|مَنْكُودٌ 1|شُؤْمٌ|بَائِسٌ|بائِسٌ1,الشخص الذي يعاني من سوء الحظ,قليل الحظ دائم التعثر ، غير السعيد ومن غلبت على حياته المشقة
نكح,awn3-01429048-v,46682,اِتّصل جِنْسِيّاً|ضاجع|جامع|نام مع|نكح|أصلح بالمفك|أضاع الوقت|اتهم|برهن|ترنح|تلفظ بحماقات|تلولب|تلوى|حدث ضجة عالية|خبط|دار|درى|شاطر|شغف ب|ضرب بعنف|ضغط|طرف|عانى|عرف|عرف جيدا|عرف شخص|عشق|علم|غازل|غرس|غلق بقوة|فتن|فهم|قذف بقوة|قرع|قص شعر الناصية|لاحظ|لولب|لوى|ميز|نجح|هزم|هوى|ولع|ولع ب,تَزَوَّجَ|تَزَوَّجَ ب|تَزَوَّجَ من|تَأَهَّلَ|تَأَهَّلَ ب|تَأَهَّلَ ل|أَهَلَ|اِقْتَرَنَ|اِقْتَرَنَ ب,يكون له علاقة جنسية مع شخص آخر,اتَّخذ لَهُ زَوْجاً،  والزوج عكس الفرد فأصبح من حالة الانفراد لكونه زوج(شخصين) يربط بينهما عقد وإشها
مزمار,awn3-03951735-n,47618,مِزْمَار,قُصَّابَةٌ|شَبَّابَةٌ|يَرَاعٌ2|قِصَابَةٌ|زَمَّارَةٌ|نَايٌ,مزمار صغير يُعزَف باليد اليسرى بالتزامن مع طبل صغير يُضرب باليد اليمنى,آلَةٌ موسِيقِيَّةٌ هَوائِيَّةٌ ، تُصْنَعُ مِنَ القَصَبِ أَوْ ما شابَهَ تكون مَفْتوحَةٌ مِنَ الجِهَتَ
جاحد,awn3-10026763-n,47492,جَاحِد|كافِر,مُشْرِكٌ|ناكِرٌ|وَثَنِيٌّ|زِنْدِيقٌ|مُلْحِدٌ|كَنُودٌ,الناكر للجميل الذي أسدي إليه، العائد عن الدين والخائن للصديق أو السياسة,الشخص الذي لا يؤمن بالله عز وجل وينكر وجوده
رقم قياسي,awn3-00063834-n,53883,رَقْم قِيَاسِي,أعلى ما سُجِّل,بلوغ الرقم الأعلى ( سواءً أفضل أم أسوأ) في منافسة ما لم يتحقق من قبل (كما في الرياضة),انجاز جديد لم يسبق لأحد تحقيقه
تحريم,awn3-06554038-n,48975,حَظْر|مَنْع|تَحْرِيم,كَبْتٌ|كَتَمَ|كَبْحٌ,قرار بمنع وتحريم شيء ما,إصدار حكم بعدم جواز القيام بأمر ما ووضع عقوبات على متجاوزة
تانيب,awn3-06724794-n,46207,تَأْنِيب|تَوْبِيخ,تَقْرِيعٌ|مُعَاتَبَةٌ|تَقْبِيحٌ|تَعْنِيفٌ|تَثْرِيبٌ|تَبْكِيتٌ|مَلَامَةٌ|لَوْمٌ|عَذْلٌ|عِتَابٌ|تَنْدِيِدٌ,تعبير شفهي عن الغضب إزاء فعل ما,الخطاب الشديد المصحوب بغلظة في الكلام والموّجه لشخص قام بفعل غير مرغوب فيه أو خاطئ
مؤلف,awn3-10813654-n,46254,مُؤَلِف,مُنْشِئٌ|مُحَرَّرٌ|كَاتِبٌ1|أَدِيبٌ|نَاثِرٌ|شاعِرٌ|خَطَّاطٌ|نَاشِرٌ,من يحترف الكتابة والتأليف في مجال القصص والمقالات والكتب ، من أجل بيعها غالباً,شخص يقوم بالكِتَابَة والتأليف ونظم الكلام سواءً أكانت شعراً أو نثراً
تخطي,awn3-02053645-v,46464,تَجَاوَزَ|تَخَطَّى,زَرَقَ2|زَرَقَ مِنْ|طَوَى1|جازَ|جازَ ب|اِجْتازَ|جَاوَزَ|جَاوَزَ عن|سَلَكَ|سَلَكَ ب|سَلَكَ في|اِخْتَرَقَ|تَجاوَزَ على|تَجاوَزَ عن|تَجاوَزَ في|مَرَّ1|مَرَّ1 ب|مَرَّ1 على|مَرَّ1 في|قَطَعَ|قَطَعَ ب,يسبقه ويتقدمه,انتهى من شي للذي يليه
انانيه,awn3-04842259-n,47216,أَنَانِيَّة,اِسْتِئْثَارٌ|حِيَازَةٌ|اِسْتِحْوَاذٌ|اِحْتِبَاسٌ|اِحْتِكَارٌ|أَثَرَةٌ|تَفَرُّدٌ|سَيْطَرَةٌ,ألا تهتم إلا بنفسك وتتفاخر بتجاهل حاجات الآخرين ومشاعرهم وتضع رغباتك فوق رغباتهم,حب امتلاك الأشياء و حبّ نفسه وتفضيلها على الآخرين
عالي,awn3-02393670-a,48910,عَالِي|طويل,سَامِقٌ|شَامِخٌ|عَالٍ,مرتفع بالمسافة رأسياً أكثر من المعدل الطبيعي,صفة الشيء إذا تميّز بشدة ارتفاعه عن سطح الأرض
تلاعب,awn3-02579184-v,46103,غَشَّ|تَلاعَبَ,نَبِيطَةٌ|مُخَادَعَةٌ|مُخَاتَلَةٌ|تَضْلِيلٌ|تَحَايُلٌ|مُدَاهَنَةٌ|اِخْتِلَاقٌ|حِيلَةٌ|غَشَّ في|أُحْبُولَةٌ|مَصْيَدَةٌ|مِصْيَدَةٌ|خِبٌّ|خُبْثٌ|خَتْلٌ|غَبْنٌ|غِلٌّ|غِيلَةٌ|كَمِينٌ|كَذِبٌ|مُرَاوَغَةٌ|خَدِيعةٌ|اِفْتِراءٌ|تَلْفِيقٌ|مُؤَامَرَةٌ|نَصْبٌ1|تَوَاطُؤٌ|مُنَاوَرَةٌ|إِخْفَاءٌ|اِحْتيَالٌ|مَكِيدَةٌ|كَيْدٌ|تَمْوِيهٌ|مَكْرٌ|مَذْقٌ|نِفَاقٌ|دَغَلٌ|خِيَانَةٌ|خُدْعَةٌ|خِدَاعٌ|خَدَّاعٌ|تَدْلِيسٌ|سَهْوَكَةٌ,,وصف لما يُعدّ من الدهاء للإيقاع بشخص أو كائن ما
غازولين,awn3-14711074-n,49705,بِنْزِيْن|غَازُولِيْن,بِنْزُولٌ,سائل عديم اللون قوي الرائحة، وهوخليط متطاير وقابل للاشتعال من الهيدروكربونات (هكسان وأوكتان وهبتان) ,مركب أروماتي يتكون من الكربون والإيدروجين؛ صيغته الكيميائية (ك6 يد6). وهو سائل عديم اللون يغلي عند 8
عسل,awn3-07874954-n,47865,عَسَل,أَريٌ|شَهْدٌ|شُهْدٌ|صَبِيبٌ|جَنَىً|شَوْبٌ,السائل الأصفر الحلو الذي ينتجه النحل,مادة حلوة المذاق ينتجها النحل من رحيق الأزهار وتستخدم في العلاج والشفاء
تفاوض,awn3-01315584-n,47007,تَفَاوَضَ,تَخَاطَبَ|تَناقَشَ في|تَحَادَثَ|تَحَاوَرَ|تَكالَمَ|تَجَادَلَ,نوع من أنواع النقاش يهدف إلى حل النزاعات أو تحقيق اتفاقات على صعيد العمل,تحدث شخصان أو أكثر بنوع من المشادة والجدية حول موضوع ما لأجل الوصول لهدف معين
مسمار,awn3-03810284-n,47848,مِسْمَار,سَكٌّ|غِلَالَةٌ|دِسَارٌ,دبوس معدني مدبب أحد طرفيه سن والآخر ذو رأس يُدق في الخشب وغيره للتثبيت أو لتعليق الأشياء,مصنوع من حديد ونحوه ذورأْس ، يُدَقُّ في الخشبِ وغيره للتثبيت
مذياع,awn3-04048624-n,53770,مِذْيَاع,مِجْهَارٌ|مَيكْرُوفُونٌ|مِكْرُوفُونٌ,نظام اتصالات يعتمد على بث الموجات الكهرومغناطيسية التي تتحول إلى الصوت الإذاعي,آلة تعمل على زيادة تردد الصوت ليصل إلى مناطق أبعد
مبلل,awn3-02558087-a,47579,مُبَلَّل|مُبْتَلّ,خَضِلَ|نَدِيٌّ|رَطِيبٌ|رَطْبٌ|نَدٍ,مغطى بالماء أو سائل آخر,أصابه الماء واختلط به فتندّى وتشرَّب بالماء حالة موجود مادي أصابه الماء فاختلط به وتشربته ذراته
سريان,awn3-14032291-n,50069,سَرَيَان,تَدَفُّقٌ|سَيَلَانٌ|جَرَيَانٌ|دَفْقٌ|فَيْضٌ,كون الشيء نافذاً وساري المفعول,عملية خروج للسائل من مصدرة مصحوبة باندفاع
وجنه,awn3-05610590-n,47649,خَدّ|وَجْنَة,مَلْطَمٌ|مَلْطِمٌ|عَارِضٌ|عِذَارٌ|وَجْهٌ,إحدي جانبي الوجه أسفل العينين,جزء من وجه الإنسان يكون من مؤخّر العين إلى أول الشدف
وقوع,awn3-13982355-n,46757,حُدُوث|حُصُول|وُقُوع,اِنْخِسَافٌ|إِنْقَاصٌ|اِنْحِطَاطٌ|تَدَنٍّ|تَقْلِيلٌ|اِنْخِفَاضٌ|تَقَوُّضٌ|حَسْمٌ|تَقَهْقُرٌ|نُزولٌ|اِنْحِدَارٌ|تَصْغِيرٌ|تَدَهْوُرٌ|زَلّةٌ|خَصْمٌ|خَفْضٌ|سُقُوطٌ|هُبُوطٌ|اِنْهِيَارٌ|تَخْفِيفٌ|اِخْتِصَارٌ|تَنْزِيلٌ|تَخْفِيضٌ|سُفُولٌ|تَغَوُّرٌ|حَطٌّ,وقوع شيء جديد مسبوق بالعدم,إنزال الشيء وخفضُه وتدنِّي مستواه
مؤثر,awn3-10481313-n,50787,مؤثر,فَعَّالٌ|فَاعِلٌ2|قَوِيٌّ,من يتسبب بتغيير السلوك أو الاعتقاد أو تغيير شيء,صفة للشيء الذي يكون قوي الفعل يترك أثره في المكان
عجرفه,awn3-04895107-n,46008,عَنْجَهِيَّة|عَجْرَفَة,تَجَبُّرٌ|نَعْرَةٌ|تَصَلُّفٌ|تَغَطْرُسٌ|تَعَجْرُفٌ|تَبَخْتُرٌ|اِخْتِيَالٌ|تَعَاظُمٌ|تَطَاوُلٌ|تَكَبُّرٌ|تَبَاهٍ|اِفْتِخارٌ|فَخْفَخَةٌ|غُرُورٌ|غَطْرَسَةٌ|عَظَمَةٌ|صَلَفٌ|شَكِيْمَةٌ|تِيهٌ|زُهُوٌّ|جَبَرُوتٌ|جَبْرِيَّةٌ|خُيَلَاءُ|عُلُوٌّ|عُجْبٌ|عُتُوٌّ|أُبَّهَةٌ|كِبْرِيَاءُ|كِبْرٌ|مَرَحٌ|نَفْخٌ|نَخْوةٌ|شُمُوخٌ|تَبَجُّحٌ,التكبر والتعجرف الذي يطفي الأسلوب الفوقي لمن هم دون المستوى,خاصية تدل على تكبر مصحوب بجفوة في الفعل والقول مع إبداء عدم الإعجاب والعُلوّ
مامول,awn3-03166897-a,48202,مَأَمُول|مَنْشُود,مُتَرَقَّبٌ|مَرْجُوٌّ|مُرَجَّحٌ|مُرَجَّحَةٌ|مُحْتَمَلٌ|مُتَوَقَّعٌ|مُمْكِنٌ|مَنْظُورٌ|مُنْتَظَرٌ|اِحْتِمَالِيَّةٌ,مطلوب ومرغوب ويتم السعي إليه,صفة للشيء المتنبئ حصوله ووقوعه من قبل
ثقافه,awn3-05993821-n,46502,ثَقَافَة,اِطِّلَاعٌ|بَصَرٌ|يَقِينٌ|خِبْرَةٌ|عِلْمٌ|مَعْرِفةٌ|فَهْمٌ|إِدْرَاكٌ|فِقْهٌ|دِرَايَةٌ,المعرفة والمعتقدات والقيم المشتركة ضمن المجتمع، الإطار القيمي والسلوكي للمجتمع,وصف لحالة من الإحاطة بشيء ما عقلياً وامتلاك المعرفة حوله
ابتسم,awn3-00028558-v,46279,اِبْتَسَمَ,اِسْتَضْحَكَ|ضَحِكَ|ضَحِكَ على|ضَحِكَ من|تَضاحَكَ|اِفْتَرَّ|بَسَمَ|تَبَسَّمَ|بَشَّ|بَشَّ ب|بَشَّ ل,تعبير وجهيّ ودود حيث يحني زاويتي الشفتين إلى الأعلى، يشير إلى السرور والرضا، أو الاستهزاء أحياناً,انفرجَتْ شَفَتَاهُ وتقوس فمه وبَدَتْ أَسنانُهُ من السُّرورِ من غير صوت
مؤقت,awn3-04445087-n,47026,مُؤَقِّت,مُوَقَّتٌ|مَوْقِتٌ|عَابِرٌ|عَابِرَةٌ|مُحَدَّدٌ|وَقْتِيٌّ|مُوَقِّتَةٌ|زَائِلٌ1|عَارِضٌ|مُقَرَّرٌ|اِنْتِقَالِيٌّ,أداة لضبط وتسجيل الوقت,صفة الشيء الذي يتعلق ابتدائه وانتهائه بالزمن ب حيث يكون لفترةٍ زمنيّة قصيرة ومعلومة
عبق,awn3-04987712-n,46251,أَرَج|عَبِير|شَذَا|أَرِيج|عَبَق|الرّائحة الزّكية,تَأَرَّجَ في|نَمَّ|نَمَّ عن|فَغَمَ|فَاعَ|طارَ|طارَ إلى|تَضَوَّعَ|ضاعَ1|سَطَعَ|نَفَحَ|هَاجَ|فَارَ|عَبِقَ ب|تَوَزَّعَ|تَوَزَّعَ على|نَشَرَ1|سَادَ|سَادَ عَلَى|سَادَ فِي|اِنْتَشَرَ|عَمَّ2|عَمَّ في,أحد الخصائص الشمية الحلوة والمبهجة,توزعت جزيئاته في الهواء وعلقت بذراته حتى عمّت المكان
تخاصم,awn3-00777201-v,46471,تَشَاجَرَ|تَخَاصَمَ,تَضارَبَ|تَخاصَمَ على|تَشَاجَرَ ب|تَشَاحَنَ|تَناجَزَ|تَناحَرَ على|تَناحَرَفي|تَنازَعَ|تَنازَعَ على|تَنازَعَ في|تَقاتَلَ|تَحَارَبَ|تَعَادَى|تَعارَكَ,لا يتفق معه على شيء ما بشكل يتمثل بجدال صاخب أو مشادة كلامية,مارس بعضهم على بعض العنف لخلاف ما
فنجان,awn3-03152175-n,47312,فِنْجَان,كُوبٌ|قَدَحٌ|جَامٌ|كَأْسٌ,وعاء صغير مفتوح من الأعلى يستخدم عادة للشرب وله مسكة يد غالباً,إِناءٌ مكوّر بحجم اليد أو أكبر قليلا يصنع لتناول الشَّراب فيه ويصنع من مواد مختلفة ويكون له أذن صغير
علك,awn3-01203727-v,47385,عَلَكَ|مَضَغَ,لَعِقَ|لَقِمَ|لاكَ|لاكَ في,يمضغ الطعام في فمه بأسنانه,عملية تقطيع الطعام الصلب وتحويله إلى جزيئات صغيرة ثم طحنها معا باستخدام الأسنان ليسهل بلعها ودخولها 
متجر,awn3-04209460-n,48712,مَتْجَر,حَانُوتٌ|دُكَّانٌ,محل لبيع السلع والبضائع المختلفة بالتجزئة,منشط يدار من مؤسسة لبيع السلع وتقديم الخدمات للزبائن
سباحه,awn3-00443377-n,49005,سِبَاحَة,طَفْوٌ|عَوْمٌ|تَعْوِيمٌ,حركة الكائنات الحية في الماء بواسطة العوم,عملية التحرك و الطفو في الماء والتنقل خلاله عن طريق تحريك اليدين والقدمين
غيث,awn3-11521799-n,47010,غَيْث|مَطَر,وَابِلٌ|نَدَىً|حَيَاً|غَدَقٌ|غَادِيَةٌ|طَلٌّ|هَطْلٌ|هَمْرَةٌ|قَطْرٌ 2|وَبْلٌ|شَفْشَافٌ|شُؤْبُوبٌ|دِيمَةٌ,الماء المنسكب بشكل قطرات سائلة من السحاب المتكاثف في الغلاف الجوي,وصف للماء الغزير الذي ينزل من السماء في فصل الشتاء
مقترع,awn3-10780008-n,52980,مُصَوِّت|مُقْتَرِع|ناخِب,مُنْتَقٍ|مُنْتَخِبٌ|مُنْتَخِبَةٌ,من يكون له الحق القانوني بانتخاب من يمثله والتصويت له,دور الشخص الذي يَخْتارُ مُمَثِّلاً لَهُ في مَجْلِسٍ نِيابِيِّ أوْ مَجْلِسِ نَقابَةٍ أوْ غَيْرِهِما و
تماسيح الحديد,awn3-15008050-n,53632,تَماسِيح الحَدِيد|خام الحَدِيد المُنْصَهِر,كُتَل مَصبوبة من حديد الزَّهر|حديد غُفْل,حديد خام يحتوي نسبة عالية من الكربون، ينتج من صهر الحديد مع فحم الكوك، ثم يستخدم كمادة خام لإنتاج ال,منتج أولي ينتج من صهر الحديد مع فحم الكوك مع استخدام الحجر الجيري كمخبث
مغامره,awn3-00798428-n,53433,مُغَامَرَة,مُجَازَفَةٌ|مُخَاطَرَةٌ,تجربة جريئة ومثيرة قد تكون خطرة (ليست بالضرورة قانونية),واقعة تعريض الشخص حياته للخطر من أجل تحقيق هدف خاص أو الحصول على شيء يهمه
حد اقصي,awn3-06670391-n,52751,سَقْف|حَدْ أَقْصى,نهايه|حَدّ أدنى|حدّ أَدنى أَدنى,أعلى نقطة يمكن أو يسمح بالوصول إليها,آخر ما يمكن الحصول عليه وغايته فلا يوجد ما هو أقلّ منه
داخلي,awn3-00951878-a,53934,باطِنِيّ|دَاخِلِي,جَوّانِيٌّ,ما يحدث أو ينشأ داخل حدود معينة,كلّ ما كانَ في داخل الشيء وباطنُه
عدد حقيقي,awn3-13752012-n,293237,عَدَد حَقِيقِيّ,عَدَد مُتّصِل,العدد الذي يمكن رؤيته على مستقيم الأعداد، يمكن أن يكون نسبياً أو غير نسبي، موجباً أو سالباً أو صفراً,عَدد يُمَثَل على خطْ مُستقيم مُتصل، أَحدُ إِتجاهيْه يُعْطى إِشارة موجبة والإِتّجاه المُعاكسُ يُعْطى 
مناعه,awn3-14550366-n,48014,مَنَاعَة,عُسُوٌّ|مُنَّةٌ|مَقْدِرَةٌ|أَزْرٌ|صَرَامَةٌ|صَلَابَةٌ|مَتَانَةٌ|قُدْرَةٌ|شِدّةٌ|حَصَانَةٌ|قُوَّةٌ1,قوة في الجسم تجعله لا يتأثر بالعوامل الخارجية,ما كانَ صَلْباً شديداً
متحد,awn3-01332782-a,53280,مُتَّحِد,مُقْتَرِنٌ|مُتَّصِلٌ|مُوحَّدٌ,مرتبط ومتصل ببعضه حتى يصبح شيئاً واحداً,وصف لكون شيئ ما ملتصق بشيء آخر فيصبحان متلازمان
